2023/06/23 14:16:04.596 INFO  [tenantSeq=] [sessionId=] [main] - Starting LoiozApplication on DESKTOP-R0TRSE5 with PID 18252 (D:\DiyaWork\Loioz-galk_calendar\Loioz-galk_calendar\target\classes started by Diya in D:\DiyaWork\Loioz-galk_calendar\Loioz-galk_calendar)
2023/06/23 14:16:04.601 INFO  [tenantSeq=] [sessionId=] [main] - No active profile set, falling back to default profiles: default
2023/06/23 14:16:04.966 INFO  [tenantSeq=] [sessionId=] [main] - Refreshing org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@5af3a0f: startup date [Fri Jun 23 14:16:04 GST 2023]; root of context hierarchy
2023/06/23 14:16:10.128 INFO  [tenantSeq=] [sessionId=] [main] - Overriding bean definition for bean 'passwordEncoder' with a different definition: replacing [Root bean: class [null]; scope=; abstract=false; lazyInit=false; autowireMode=3; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=jp.loioz.config.AdminWebSecurityConfig; factoryMethodName=passwordEncoder; initMethodName=null; destroyMethodName=(inferred); defined in class path resource [jp/loioz/config/AdminWebSecurityConfig.class]] with [Root bean: class [null]; scope=; abstract=false; lazyInit=false; autowireMode=3; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=jp.loioz.config.WebSecurityConfig; factoryMethodName=passwordEncoder; initMethodName=null; destroyMethodName=(inferred); defined in class path resource [jp/loioz/config/WebSecurityConfig.class]]
2023/06/23 14:16:10.130 INFO  [tenantSeq=] [sessionId=] [main] - Overriding bean definition for bean 'authenticationEntryPoint' with a different definition: replacing [Root bean: class [null]; scope=; abstract=false; lazyInit=false; autowireMode=3; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=jp.loioz.config.AdminWebSecurityConfig; factoryMethodName=authenticationEntryPoint; initMethodName=null; destroyMethodName=(inferred); defined in class path resource [jp/loioz/config/AdminWebSecurityConfig.class]] with [Root bean: class [null]; scope=; abstract=false; lazyInit=false; autowireMode=3; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=jp.loioz.config.WebSecurityConfig; factoryMethodName=authenticationEntryPoint; initMethodName=null; destroyMethodName=(inferred); defined in class path resource [jp/loioz/config/WebSecurityConfig.class]]
2023/06/23 14:16:10.131 INFO  [tenantSeq=] [sessionId=] [main] - Overriding bean definition for bean 'accessDeniedHandler' with a different definition: replacing [Root bean: class [null]; scope=; abstract=false; lazyInit=false; autowireMode=3; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=jp.loioz.config.AdminWebSecurityConfig; factoryMethodName=accessDeniedHandler; initMethodName=null; destroyMethodName=(inferred); defined in class path resource [jp/loioz/config/AdminWebSecurityConfig.class]] with [Root bean: class [null]; scope=; abstract=false; lazyInit=false; autowireMode=3; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=jp.loioz.config.WebSecurityConfig; factoryMethodName=accessDeniedHandler; initMethodName=null; destroyMethodName=(inferred); defined in class path resource [jp/loioz/config/WebSecurityConfig.class]]
2023/06/23 14:16:10.131 INFO  [tenantSeq=] [sessionId=] [main] - Overriding bean definition for bean 'daoAuthenticationProvider' with a different definition: replacing [Root bean: class [null]; scope=; abstract=false; lazyInit=false; autowireMode=3; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=jp.loioz.config.AdminWebSecurityConfig; factoryMethodName=daoAuthenticationProvider; initMethodName=null; destroyMethodName=(inferred); defined in class path resource [jp/loioz/config/AdminWebSecurityConfig.class]] with [Root bean: class [null]; scope=; abstract=false; lazyInit=false; autowireMode=3; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=jp.loioz.config.WebSecurityConfig; factoryMethodName=daoAuthenticationProvider; initMethodName=null; destroyMethodName=(inferred); defined in class path resource [jp/loioz/config/WebSecurityConfig.class]]
2023/06/23 14:16:11.075 INFO  [tenantSeq=] [sessionId=] [main] - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$845d74b2] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023/06/23 14:16:12.274 INFO  [tenantSeq=] [sessionId=] [main] - Tomcat initialized with port(s): 8080 (http)
2023/06/23 14:16:12.326 INFO  [tenantSeq=] [sessionId=] [main] - Starting service [Tomcat]
2023/06/23 14:16:12.326 INFO  [tenantSeq=] [sessionId=] [main] - Starting Servlet engine: [Apache Tomcat/9.0.21]
